time,fcnt,curAngle_deg,tgtAngle_deg,Ea_motor_mWh,Ei_motor_mWh,E_logic_mWh,E_solar_mWh,LDR_E,LDR_W,Vm_motor,Im_motor,Vm_logic,Im_logic,Vm_solar,Im_solar
2025-07-30 10:23:00.818315370+00:00,13,-20.2,-18.9,0.0,0.027,17.94,30.94,0,1020,0.0,0.0,4.76,45.44,4.45,83.7
2025-07-30 10:28:00.803118111+00:00,14,-20.2,-16.8,0.0,0.029,17.7,22.29,0,1019,0.0,0.0,4.76,44.8,4.41,60.95
2025-07-30 10:33:00.790149967+00:00,15,-14.2,-14.7,0.007,0.026,17.83,18.11,0,1019,5.06,32.75,4.76,45.14,4.39,49.72
2025-07-30 10:38:00.648972437+00:00,16,-14.2,-12.5,0.0,0.025,17.85,16.64,0,1020,0.0,0.0,4.76,45.2,4.38,45.75
2025-07-30 10:43:00.054700928+00:00,17,-14.2,-10.4,0.0,0.032,17.84,12.47,0,1020,0.0,0.0,4.76,45.17,4.36,34.46
2025-07-30 10:48:00.040947105+00:00,18,-8.4,-8.2,0.007,0.028,17.72,9.15,8,1020,5.06,32.11,4.76,44.97,4.34,25.45
2025-07-30 10:53:00.028369345+00:00,19,-8.4,-6.0,0.0,0.028,17.59,6.58,16,1019,0.0,0.0,4.76,44.57,4.33,18.3
2025-07-30 10:57:59.890358127+00:00,20,-8.4,-3.8,0.0,0.032,17.45,8.51,9,1019,0.0,0.0,4.75,44.27,4.34,23.63
2025-07-30 11:02:59.869508549+00:00,21,-2.4,-1.6,0.006,0.033,17.43,8.62,4,1019,5.04,34.95,4.75,44.25,4.34,23.94
2025-07-30 11:07:59.829765320+00:00,22,-2.4,0.6,0.0,0.03,17.36,10.87,0,1019,0.0,0.0,4.74,44.17,4.35,30.13
2025-07-30 11:12:59.862164351+00:00,23,3.6,2.8,0.008,0.03,17.42,15.19,0,1020,5.05,38.72,4.75,44.23,4.38,41.82
2025-07-30 11:17:59.763142942+00:00,24,3.6,5.0,0.0,0.032,17.37,19.97,0,1020,0.0,0.0,4.74,44.11,4.4,54.66
2025-07-30 11:27:59.816345174+00:00,26,9.8,9.3,0.006,0.031,17.4,17.01,0,1019,5.05,33.42,4.74,44.22,4.38,46.73
2025-07-30 11:32:59.671587968+00:00,27,9.8,11.5,0.0,0.032,17.43,14.82,0,1019,0.0,0.0,4.74,44.31,4.37,40.83
2025-07-30 11:37:59.684917198+00:00,28,9.8,13.7,0.0,0.03,17.41,15.94,0,1020,0.0,0.0,4.74,44.27,4.38,43.86
2025-07-30 11:42:59.671424844+00:00,29,16.0,15.8,0.007,0.029,17.42,17.17,0,1020,5.06,39.55,4.73,44.35,4.39,47.18
2025-07-30 11:47:59.655282083+00:00,30,16.0,17.9,0.0,0.027,17.47,16.92,0,1019,0.0,0.0,4.72,44.59,4.38,46.51
2025-07-30 11:52:59.538975134+00:00,31,16.0,20.0,0.0,0.031,17.44,14.53,0,1020,0.0,0.0,4.71,44.55,4.37,39.99
2025-07-30 11:57:59.506499941+00:00,32,22.2,22.0,0.005,0.028,17.55,12.92,0,1018,5.05,34.49,4.77,44.37,4.36,35.66
2025-07-30 12:02:59.512476076+00:00,33,22.2,24.1,0.0,0.034,17.46,11.45,0,1019,0.0,0.0,4.77,44.15,4.36,31.65
2025-07-30 12:07:59.446460837+00:00,34,22.2,26.1,0.0,0.032,17.43,12.69,0,1020,0.0,0.0,4.76,44.09,4.36,35.04
2025-07-30 12:12:59.412377917+00:00,35,28.2,28.1,0.005,0.031,17.46,13.0,0,1019,5.05,29.45,4.76,44.18,4.36,35.87
2025-07-30 12:17:59.465278345+00:00,36,28.2,30.0,0.0,0.031,17.5,18.41,0,1019,0.0,0.0,4.76,44.34,4.39,50.57
2025-07-30 12:22:59.453556486+00:00,37,28.2,31.9,0.0,0.03,17.52,30.57,0,1020,0.0,0.0,4.76,44.39,4.45,82.54
2025-07-30 12:27:59.434349609+00:00,38,34.4,33.8,0.007,0.035,17.59,23.01,0,0,5.06,37.81,4.76,44.58,4.41,62.85
2025-07-30 12:32:59.317860618+00:00,39,34.4,35.6,0.0,0.034,17.75,25.03,0,0,0.0,0.0,4.76,44.99,4.42,68.23
2025-07-30 12:37:59.246360892+00:00,40,34.4,37.4,0.0,0.028,17.86,70.15,0,32,0.0,0.0,4.76,45.29,4.63,181.63
2025-07-30 12:42:58.958990406+00:00,41,34.4,39.2,0.0,0.022,17.87,48.63,0,0,0.0,0.0,4.76,45.31,4.53,128.99
2025-07-30 12:47:58.974376681+00:00,42,41.1,41.0,0.005,0.024,17.02,55.45,0,0,5.05,33.75,4.77,43.09,4.56,145.86
