time,fcnt,Ipv_mA,Isys_mA,Vpv_V,Vsys_V,PV_mWh,SYS_mWh
2025-07-01 20:02:13.308094150+00:00,59,0.73,22.72,3.18,4.86,0.193,9.2
2025-07-01 20:07:13.295438771+00:00,60,0.44,22.82,3.21,4.86,0.117,9.241
2025-07-01 20:12:13.241011212+00:00,61,0.19,22.77,3.23,4.86,0.052,9.221
2025-07-01 20:17:13.204352874+00:00,62,0.02,22.82,3.22,4.86,0.017,9.237
2025-07-01 20:22:13.161330540+00:00,63,-0.13,22.85,3.21,4.86,0.004,9.253
2025-07-01 20:27:13.126792393+00:00,64,-0.22,22.92,3.22,4.86,0.0,9.278
2025-07-01 20:32:13.089312983+00:00,65,-0.3,22.85,3.09,4.86,0.0,9.247
2025-07-01 20:37:13.078474726+00:00,66,-0.32,22.95,2.52,4.86,0.0,9.287
2025-07-01 20:42:13.012402930+00:00,67,-0.39,22.92,1.91,4.86,0.0,9.276
2025-07-01 20:47:13.016515883+00:00,68,-0.36,22.95,1.33,4.85,0.0,9.282
2025-07-01 20:52:12.949044458+00:00,69,-0.41,22.92,1.03,4.86,0.0,9.27
2025-07-01 20:57:12.912473622+00:00,70,-0.45,22.95,0.84,4.85,0.0,9.283
2025-07-01 21:02:12.478053647+00:00,71,-0.47,22.86,0.71,4.85,0.0,9.248
2025-07-01 21:07:12.431789454+00:00,72,-0.44,22.87,0.63,4.86,0.0,9.252
2025-07-01 21:12:12.370766400+00:00,73,-0.39,22.89,0.59,4.86,0.0,9.26
2025-07-01 21:17:12.331910204+00:00,74,-0.37,22.84,0.57,4.85,0.0,9.24
2025-07-01 21:22:12.313724012+00:00,75,-0.36,22.88,0.55,4.85,0.0,9.251
2025-07-01 21:29:13.667556615+00:00,76,-0.36,23.87,0.54,4.85,0.0,9.643
2025-07-01 21:32:13.347591666+00:00,77,-0.36,23.03,0.54,4.85,0.0,9.312
2025-07-01 21:42:13.234106801+00:00,78,-0.35,23.27,0.54,4.85,0.0,9.404
2025-07-01 21:47:13.240646480+00:00,79,-0.36,22.94,0.54,4.85,0.0,9.27
2025-07-01 21:52:13.191434372+00:00,80,-0.38,23.01,0.54,4.85,0.0,9.296
2025-07-01 21:57:12.453231736+00:00,81,-0.39,23.02,0.54,4.85,0.0,9.301
2025-07-01 22:02:12.424210879+00:00,82,-0.38,22.87,0.54,4.85,0.0,9.24
2025-07-01 22:07:12.419049432+00:00,83,-0.38,22.87,0.54,4.85,0.0,9.239
2025-07-01 22:12:12.349596453+00:00,84,-0.37,22.89,0.54,4.85,0.0,9.246
2025-07-01 22:17:12.342775304+00:00,85,-0.38,22.85,0.54,4.85,0.0,9.226
