t_ms,angle_deg,v,I_mA,power_mW
20026.0,0.0,5.11,0.3,1.53
20077.0,0.0,5.11,0.2,1.02
20127.0,0.0,5.12,0.1,0.51
20178.0,0.0,5.11,0.1,0.51
20228.0,0.0,5.12,0.3,1.53
20278.0,0.0,5.11,0.4,2.04
20329.0,0.0,5.12,0.3,1.53
20380.0,0.0,5.12,0.1,0.51
20431.0,0.0,5.11,0.4,2.04
20481.0,0.0,5.12,0.2,1.02
20532.0,0.0,5.11,0.3,1.53
20582.0,0.0,5.11,0.5,2.56
20633.0,0.0,5.12,0.3,1.53
20684.0,0.0,5.12,0.4,2.05
20735.0,0.0,5.12,0.2,1.02
20786.0,0.0,5.11,0.7,3.58
20837.0,0.0,5.12,0.0,0.0
20888.0,0.0,5.11,0.4,2.04
20938.0,0.0,5.12,0.3,1.53
20988.0,0.0,5.12,0.3,1.53
21038.0,0.0,5.12,0.0,0.0
21089.0,0.0,5.11,0.3,1.53
21140.0,0.0,5.12,0.1,0.51
21190.0,0.0,5.12,0.4,2.05
21241.0,0.0,5.11,0.5,2.56
21291.0,0.0,5.12,0.1,0.51
21342.0,0.0,5.12,0.4,2.05
21392.0,0.0,5.12,0.5,2.56
21442.0,0.0,5.12,0.3,1.53
21493.0,0.0,5.12,0.0,0.0
21544.0,0.0,5.12,0.4,2.05
21594.0,0.0,5.11,0.2,1.02
21644.0,0.0,5.12,0.4,2.05
21694.0,0.0,5.11,0.5,2.56
21745.0,0.0,5.11,0.2,1.02
21795.0,0.0,5.11,0.3,1.53
21845.0,0.0,5.12,0.2,1.02
21896.0,0.0,5.12,0.4,2.05
21946.0,0.0,5.12,0.6,3.07
21997.0,0.0,5.12,0.1,0.51
22048.0,0.0,5.12,0.5,2.56
22098.0,0.0,5.12,0.2,1.02
22149.0,0.0,5.12,0.1,0.51
22199.0,0.0,5.11,0.2,1.02
22249.0,0.0,5.12,0.2,1.02
22299.0,0.0,5.12,0.5,2.56
22349.0,0.0,5.12,0.1,0.51
22399.0,0.0,5.12,0.4,2.05
22449.0,0.0,5.12,0.5,2.56
22500.0,0.0,5.12,0.2,1.02
22550.0,0.0,5.11,0.4,2.04
22601.0,0.0,5.12,0.5,2.56
22651.0,0.0,5.11,0.3,1.53
22702.0,0.0,5.12,0.6,3.07
22752.0,0.0,5.12,0.5,2.56
22802.0,0.0,5.12,0.8,4.09
22852.0,0.0,5.12,0.6,3.07
22903.0,0.0,5.12,0.5,2.56
22953.0,0.0,5.12,0.3,1.53
23004.0,0.0,5.12,0.1,0.51
23054.0,0.0,5.12,0.6,3.07
23104.0,0.0,5.12,0.4,2.05
23154.0,0.0,5.11,0.4,2.04
23205.0,0.0,5.12,0.5,2.56
23256.0,0.0,5.12,0.4,2.05
23307.0,0.0,5.12,0.7,3.58
23357.0,0.0,5.11,0.6,3.07
23408.0,0.0,5.12,0.1,0.51
23458.0,0.0,5.12,0.2,1.02
23509.0,0.0,5.12,0.5,2.56
23559.0,0.0,5.12,0.4,2.05
23610.0,0.0,5.12,0.6,3.07
23660.0,0.0,5.12,0.4,2.05
23711.0,0.0,5.12,0.5,2.56
23761.0,0.0,5.12,0.4,2.05
23812.0,0.0,5.11,0.0,0.0
23863.0,0.0,5.12,0.2,1.02
23913.0,0.0,5.12,0.2,1.02
23964.0,0.0,5.12,0.5,2.56
24014.0,0.0,5.12,0.3,1.53
24064.0,0.0,5.12,0.3,1.53
24115.0,0.0,5.12,0.5,2.56
24166.0,0.0,5.12,0.1,0.51
24216.0,0.0,5.11,0.6,3.07
24266.0,0.0,5.12,0.4,2.05
24316.0,0.0,5.12,0.2,1.02
24366.0,0.0,5.12,0.4,2.05
24417.0,0.0,5.12,0.3,1.53
24467.0,0.0,5.12,0.4,2.05
24518.0,0.0,5.11,0.4,2.04
24569.0,0.0,5.12,0.5,2.56
24620.0,0.0,5.11,0.3,1.53
24670.0,0.0,5.12,0.3,1.53
24721.0,0.0,5.12,0.4,2.05
24772.0,0.0,5.11,0.4,2.04
24822.0,0.0,5.12,0.5,2.56
24873.0,0.0,5.12,0.4,2.05
24924.0,0.0,5.12,0.4,2.05
24974.0,0.0,5.12,0.3,1.53
25025.0,0.0,5.12,0.3,1.53
25075.0,0.0,5.12,0.4,2.05
25126.0,0.0,5.12,0.5,2.56
25176.0,0.0,5.12,0.2,1.02
25227.0,0.0,5.12,0.5,2.56
25277.0,0.0,5.12,0.4,2.05
25328.0,0.0,5.12,0.3,1.53
25379.0,0.0,5.12,0.3,1.53
25429.0,0.0,5.12,0.5,2.56
25479.0,0.0,5.11,0.3,1.53
25529.0,0.0,5.12,0.5,2.56
25580.0,0.0,5.12,0.4,2.05
25630.0,0.0,5.12,0.1,0.51
25681.0,0.0,5.12,0.5,2.56
25731.0,0.0,5.12,0.2,1.02
25781.0,0.0,5.12,0.4,2.05
25832.0,0.0,5.12,0.7,3.58
25882.0,0.0,5.12,0.3,1.53
25932.0,0.0,5.12,0.4,2.05
25982.0,0.0,5.12,0.4,2.05
26032.0,0.0,5.11,0.1,0.51
26082.0,0.0,5.12,0.5,2.56
26132.0,0.0,5.11,0.3,1.53
26182.0,0.0,5.12,0.3,1.53
26233.0,0.0,5.12,0.1,0.51
26283.0,0.0,5.12,0.3,1.53
26334.0,0.0,5.11,0.7,3.58
26384.0,0.0,5.12,0.2,1.02
26434.0,0.0,5.11,0.2,1.02
26485.0,0.0,5.12,0.3,1.53
26536.0,0.0,5.12,0.1,0.51
26587.0,0.0,5.12,0.5,2.56
26637.0,0.0,5.12,0.0,0.0
26688.0,0.0,5.11,0.3,1.53
26739.0,0.0,5.12,0.3,1.53
26790.0,0.0,5.12,0.6,3.07
26840.0,0.0,5.12,0.2,1.02
26891.0,0.0,5.12,0.5,2.56
26941.0,0.0,5.11,0.2,1.02
26992.0,0.0,5.12,0.4,2.05
27042.0,0.0,5.12,0.5,2.56
27093.0,0.0,5.11,0.5,2.56
27143.0,0.0,5.12,0.8,4.09
27193.0,0.0,5.12,0.2,1.02
27243.0,0.0,5.11,0.4,2.04
27293.0,0.0,5.11,0.1,0.51
27343.0,0.0,5.12,0.2,1.02
27393.0,0.0,5.12,0.3,1.53
27444.0,0.0,5.12,0.7,3.58
27494.0,0.0,5.11,0.4,2.04
27544.0,0.0,5.12,0.2,1.02
27595.0,0.0,5.12,0.3,1.54
27646.0,0.0,5.12,0.4,2.05
27697.0,0.0,5.11,0.6,3.07
27747.0,0.0,5.12,0.6,3.07
27798.0,0.0,5.12,0.3,1.53
27849.0,0.0,5.12,0.4,2.05
27900.0,0.0,5.12,0.6,3.07
27950.0,0.0,5.12,0.3,1.53
28000.0,0.0,5.11,0.4,2.04
28051.0,0.0,5.12,0.5,2.56
28102.0,0.0,5.12,0.4,2.05
28152.0,0.0,5.12,0.1,0.51
28203.0,0.0,5.12,0.7,3.58
28253.0,0.0,5.12,0.5,2.56
28304.0,0.0,5.11,0.2,1.02
28355.0,0.0,5.12,0.3,1.53
28405.0,0.0,5.12,0.5,2.56
28456.0,0.0,5.12,0.1,0.51
28506.0,0.0,5.12,0.0,0.0
28556.0,0.0,5.12,0.6,3.07
28606.0,0.0,5.12,0.0,0.0
28656.0,0.0,5.12,0.2,1.02
28707.0,0.0,5.12,0.4,2.05
28758.0,0.0,5.11,0.4,2.04
28808.0,0.0,5.12,0.5,2.56
28858.0,0.0,5.12,0.1,0.51
28909.0,0.0,5.12,0.3,1.53
28959.0,0.0,5.11,0.3,1.53
29010.0,0.0,5.12,0.3,1.53
