t_ms,angle_deg,v,I_mA,power_mW
33368.0,0.0,3.03,0.4,1.21
33418.0,0.0,3.03,0.4,1.21
33468.0,0.0,3.03,0.4,1.21
33518.0,0.0,3.03,0.3,0.91
33568.0,0.0,3.03,0.4,1.21
33618.0,0.0,3.03,0.3,0.91
33668.0,0.0,3.03,0.4,1.21
33718.0,0.0,3.03,0.3,0.91
33768.0,0.0,3.03,0.4,1.21
33818.0,0.0,3.03,0.5,1.52
33868.0,0.0,3.03,0.4,1.21
33918.0,0.0,3.03,0.4,1.21
33968.0,0.0,3.03,0.2,0.61
34018.0,0.0,3.03,0.4,1.21
34068.0,0.0,3.03,0.2,0.61
34118.0,0.0,3.03,0.3,0.91
34168.0,0.0,3.03,0.3,0.91
34218.0,0.0,3.03,0.4,1.21
34268.0,0.0,3.03,0.5,1.52
34318.0,0.0,3.03,0.0,0.0
34368.0,0.0,3.03,0.5,1.52
34418.0,0.0,3.03,0.5,1.52
34468.0,0.0,3.03,0.3,0.91
34518.0,0.0,3.03,0.3,0.91
34568.0,0.0,3.03,0.4,1.21
34618.0,0.0,3.03,0.6,1.82
34668.0,0.0,3.03,0.5,1.52
34718.0,0.0,3.03,0.4,1.21
34768.0,0.0,3.03,0.4,1.21
34818.0,0.0,3.03,0.5,1.52
34868.0,0.0,3.03,0.2,0.61
34918.0,0.0,3.03,0.5,1.51
34968.0,0.0,3.03,0.3,0.91
35018.0,0.0,3.03,0.4,1.21
35068.0,0.0,3.03,0.5,1.51
35118.0,0.0,3.03,0.6,1.82
35168.0,0.0,3.03,0.3,0.91
35218.0,0.0,3.03,0.3,0.91
35268.0,0.0,3.03,0.6,1.82
35318.0,0.0,3.03,0.2,0.61
35368.0,0.0,3.03,0.4,1.21
35418.0,0.0,3.03,0.2,0.61
35468.0,0.0,3.03,0.4,1.21
35518.0,0.0,3.03,0.4,1.21
35568.0,0.0,3.03,0.5,1.51
35618.0,0.0,3.03,0.3,0.91
35668.0,0.0,3.03,0.6,1.82
35718.0,0.0,3.03,0.2,0.61
35768.0,0.0,3.03,0.3,0.91
35818.0,0.0,3.03,0.7,2.12
35868.0,0.0,3.03,0.3,0.91
35918.0,0.0,3.03,0.3,0.91
35968.0,0.0,3.03,0.5,1.51
36018.0,0.0,3.03,0.3,0.91
36068.0,0.0,3.03,0.1,0.3
36118.0,0.0,3.03,0.3,0.91
36168.0,0.0,3.03,0.5,1.51
36218.0,0.0,3.03,0.5,1.51
36268.0,0.0,3.03,0.4,1.21
36318.0,0.0,3.03,0.6,1.82
36368.0,0.0,3.03,0.6,1.82
36418.0,0.0,3.03,0.6,1.82
36468.0,0.0,3.03,0.6,1.82
36518.0,0.0,3.03,0.2,0.61
36568.0,0.0,3.03,0.6,1.82
36618.0,0.0,3.03,0.5,1.51
36668.0,0.0,3.03,0.3,0.91
36718.0,0.0,3.03,0.5,1.51
36768.0,0.0,3.03,0.4,1.21
36818.0,0.0,3.03,0.3,0.91
36868.0,0.0,3.03,0.4,1.21
36918.0,0.0,3.03,0.3,0.91
36968.0,0.0,3.03,0.5,1.52
37018.0,0.0,3.03,0.2,0.61
37068.0,0.0,3.03,0.2,0.61
37118.0,0.0,3.03,0.5,1.52
37168.0,0.0,3.03,0.4,1.21
37218.0,0.0,3.03,0.5,1.52
37268.0,0.0,3.03,0.5,1.51
37318.0,0.0,3.03,0.3,0.91
37368.0,0.0,3.03,0.5,1.52
37418.0,0.0,3.03,0.3,0.91
37468.0,0.0,3.03,0.3,0.91
37518.0,0.0,3.03,0.6,1.82
37568.0,0.0,3.03,0.4,1.21
37618.0,0.0,3.03,0.5,1.51
37668.0,0.0,3.03,0.5,1.52
37718.0,0.0,3.03,0.3,0.91
37768.0,0.0,3.03,0.4,1.21
37818.0,0.0,3.03,0.4,1.21
37868.0,0.0,3.03,0.4,1.21
37918.0,0.0,3.03,0.5,1.52
37968.0,0.0,3.03,0.4,1.21
38018.0,0.0,3.03,0.4,1.21
38068.0,0.0,3.03,0.4,1.21
38118.0,0.0,3.03,0.3,0.91
38168.0,0.0,3.03,0.3,0.91
38218.0,0.0,3.03,0.4,1.21
38268.0,0.0,3.03,0.2,0.61
38318.0,0.0,3.03,0.6,1.82
38368.0,0.0,3.03,0.4,1.21
38418.0,0.0,3.03,0.6,1.82
38468.0,0.0,3.03,0.5,1.52
38518.0,0.0,3.03,0.2,0.61
38568.0,0.0,3.03,0.4,1.21
38618.0,0.0,3.03,0.3,0.91
38668.0,0.0,3.03,0.4,1.21
38718.0,0.0,3.03,0.6,1.82
38768.0,0.0,3.03,0.6,1.82
38818.0,0.0,3.03,0.4,1.21
38868.0,0.0,3.03,0.5,1.52
38918.0,0.0,3.03,0.3,0.91
38968.0,0.0,3.03,0.3,0.91
39018.0,0.0,3.03,0.3,0.91
39068.0,0.0,3.03,0.1,0.3
39118.0,0.0,3.03,0.4,1.21
39168.0,0.0,3.03,0.5,1.52
39218.0,0.0,3.03,0.5,1.51
39268.0,0.0,3.03,0.6,1.82
39318.0,0.0,3.03,0.4,1.21
39368.0,0.0,3.03,0.5,1.52
39418.0,0.0,3.03,0.4,1.21
39468.0,0.0,3.03,0.7,2.12
39518.0,0.0,3.03,0.4,1.21
39568.0,0.0,3.03,0.3,0.91
39618.0,0.0,3.03,0.4,1.21
39668.0,0.0,3.03,0.6,1.82
39718.0,0.0,3.03,0.5,1.52
39768.0,0.0,3.03,0.4,1.21
39818.0,0.0,3.03,0.4,1.21
39868.0,0.0,3.03,0.4,1.21
39918.0,0.0,3.03,0.3,0.91
39968.0,0.0,3.03,0.3,0.91
40018.0,0.0,3.03,0.2,0.61
40068.0,0.0,3.03,0.5,1.51
40118.0,0.0,3.03,0.6,1.82
40168.0,0.0,3.03,0.2,0.61
40218.0,0.0,3.03,0.5,1.52
40268.0,0.0,3.03,0.6,1.82
40318.0,0.0,3.03,0.4,1.21
40368.0,0.0,3.03,0.3,0.91
40418.0,0.0,3.03,0.4,1.21
40468.0,0.0,3.03,0.4,1.21
40518.0,0.0,3.03,0.4,1.21
40568.0,0.0,3.03,0.2,0.61
40618.0,0.0,3.03,0.4,1.21
40668.0,0.0,3.03,0.5,1.52
40718.0,0.0,3.03,0.4,1.21
40768.0,0.0,3.03,0.6,1.82
40818.0,0.0,3.03,0.5,1.51
40868.0,0.0,3.03,0.5,1.52
40918.0,0.0,3.03,0.5,1.52
40968.0,0.0,3.03,0.4,1.21
41018.0,0.0,3.03,0.5,1.52
41068.0,0.0,3.03,0.3,0.91
41118.0,0.0,3.03,0.5,1.51
41168.0,0.0,3.03,0.3,0.91
41218.0,0.0,3.03,0.5,1.52
41268.0,0.0,3.03,0.2,0.61
41318.0,0.0,3.03,0.5,1.51
