t_ms,angle_deg,v,I_mA,power_mW
12471.0,0.0,5.11,0.3,1.02
12521.0,0.0,5.11,0.2,0.51
12571.0,0.0,5.12,0.3,1.53
12621.0,0.0,5.11,0.2,2.04
12671.0,0.0,5.11,0.2,1.53
12721.0,0.0,5.11,0.4,2.55
12771.0,0.0,5.11,0.4,3.58
12821.0,0.0,5.12,0.2,3.07
12871.0,0.0,5.11,0.4,0.0
12921.0,0.0,5.11,0.4,1.02
12971.0,0.0,5.12,0.5,2.05
13021.0,0.0,5.11,0.4,1.53
13071.0,0.0,5.11,0.5,1.02
13121.0,0.0,5.12,0.3,1.53
13171.0,0.0,5.11,0.4,1.02
13221.0,0.0,5.11,0.3,2.56
13271.0,0.0,5.11,0.4,2.04
13321.0,0.0,5.11,0.2,3.07
13371.0,0.0,5.11,0.2,2.04
13421.0,0.0,5.11,0.2,2.55
13471.0,0.0,5.11,0.0,2.56
13521.0,0.0,5.11,0.3,2.04
13571.0,0.0,5.11,0.4,1.02
13621.0,0.0,5.11,0.2,3.07
13671.0,0.0,5.11,0.1,1.53
13721.0,0.0,5.11,0.5,1.02
13771.0,0.0,5.11,0.4,2.04
13821.0,0.0,5.11,0.2,1.53
13871.0,0.0,5.11,0.1,3.07
13921.0,0.0,5.11,0.3,3.58
13971.0,0.0,5.11,0.7,2.04
14021.0,0.0,5.11,0.2,1.53
14071.0,0.0,5.11,0.4,0.51
14121.0,0.0,5.12,0.4,1.53
14171.0,0.0,5.11,0.4,2.55
14221.0,0.0,5.11,0.6,2.04
14271.0,0.0,5.11,0.4,3.06
14321.0,0.0,5.11,0.6,2.56
14371.0,0.0,5.11,0.1,1.53
14421.0,0.0,5.11,0.4,2.56
14471.0,0.0,5.11,0.2,1.02
14521.0,0.0,5.11,0.4,2.04
14571.0,0.0,5.11,0.4,3.07
14621.0,0.0,5.11,0.5,2.04
14671.0,0.0,5.11,0.2,1.53
14721.0,0.0,5.12,0.5,2.56
14771.0,0.0,5.11,0.4,2.04
14821.0,0.0,5.11,0.5,1.53
14871.0,0.0,5.11,0.6,0.51
14921.0,0.0,5.12,0.4,2.04
14971.0,0.0,5.11,0.5,1.02
15021.0,0.0,5.11,0.1,2.04
15071.0,0.0,5.11,0.5,2.04
15121.0,0.0,5.11,0.2,1.02
15171.0,0.0,5.11,0.2,1.53
15221.0,0.0,5.11,0.3,1.53
15271.0,0.0,5.11,0.1,1.53
15321.0,0.0,5.11,0.3,1.53
15371.0,0.0,5.11,0.1,2.56
15421.0,0.0,5.11,0.1,1.02
15471.0,0.0,5.11,0.5,2.56
15521.0,0.0,5.11,0.5,1.53
15571.0,0.0,5.12,0.7,3.07
15621.0,0.0,5.11,0.4,3.07
15671.0,0.0,5.11,0.4,0.51
