t_ms,angle_deg,v,I_mA,power_mW
12484.0,0.0,5.1,0.3,1.53
12534.0,1.6,5.05,46.5,234.73
12584.0,4.5,5.08,17.8,90.42
12634.0,7.8,5.02,19.3,96.81
12684.0,11.1,5.1,42.1,214.54
12734.0,13.5,5.1,0.5,2.55
12784.0,14.0,5.1,0.1,0.51
12834.0,14.0,5.1,0.3,1.53
12884.0,14.0,5.1,0.4,2.04
12934.0,14.0,5.1,0.4,2.04
12984.0,14.0,5.1,0.6,3.06
13034.0,14.0,5.1,0.2,1.02
13084.0,14.0,5.1,0.3,1.53
13134.0,14.0,5.1,0.4,2.04
13184.0,14.0,5.1,0.5,2.55
13234.0,14.0,5.1,0.2,1.02
13284.0,14.0,5.1,0.4,2.04
13334.0,14.0,5.1,0.3,1.53
13384.0,14.0,5.1,0.1,0.51
13434.0,14.0,5.11,0.5,2.55
13484.0,14.0,5.1,0.6,3.06
13534.0,14.0,5.1,0.5,2.55
13584.0,14.0,5.11,0.4,2.04
13634.0,14.0,5.1,0.4,2.04
13684.0,14.0,5.1,0.7,3.57
13734.0,14.0,5.1,0.2,1.02
13784.0,14.0,5.1,0.4,2.04
13834.0,14.0,5.1,0.3,1.53
13884.0,14.0,5.1,0.2,1.02
13934.0,14.0,5.1,0.5,2.55
13984.0,14.0,5.1,0.8,4.08
14034.0,14.0,5.1,0.3,1.53
14084.0,14.0,5.1,0.4,2.04
14134.0,14.0,5.1,0.4,2.04
14184.0,14.0,5.1,0.7,3.57
14234.0,14.0,5.1,0.0,0.0
14284.0,14.0,5.1,0.5,2.55
14334.0,14.0,5.1,0.3,1.53
14384.0,14.0,5.1,0.1,0.51
14434.0,14.0,5.1,0.4,2.04
14484.0,14.0,5.1,0.4,2.04
14534.0,14.0,5.11,0.3,1.53
14584.0,14.0,5.11,0.3,1.53
14634.0,14.0,5.1,0.3,1.53
14684.0,14.0,5.1,0.4,2.04
14734.0,14.0,5.1,0.2,1.02
14784.0,14.0,5.1,0.3,1.53
14834.0,14.0,5.1,0.5,2.55
14884.0,14.0,5.1,0.3,1.53
14934.0,14.0,5.1,0.3,1.53
14984.0,14.0,5.1,0.5,2.55
15034.0,14.0,5.1,0.4,2.04
15084.0,14.0,5.1,0.2,1.02
15134.0,14.0,5.1,0.3,1.53
15184.0,14.0,5.1,0.1,0.51
15234.0,14.0,5.1,0.2,1.02
15284.0,14.0,5.1,0.4,2.04
15334.0,14.0,5.1,0.1,0.51
15384.0,14.0,5.11,0.0,0.0
15434.0,14.0,5.1,0.3,1.53
15484.0,14.0,5.1,0.3,1.53
15534.0,14.0,5.1,0.2,1.02
15584.0,14.0,5.1,0.6,3.06
15634.0,14.0,5.11,0.5,2.55
15684.0,14.0,5.1,0.2,1.02
15734.0,14.0,5.1,0.6,3.06
15784.0,14.0,5.1,0.3,1.53
15834.0,14.0,5.1,0.4,2.04
15884.0,14.0,5.1,0.5,2.55
15934.0,14.0,5.1,0.4,2.04
15984.0,14.0,5.11,0.3,1.53
16034.0,14.0,5.1,0.6,3.06
16084.0,14.0,5.1,0.5,2.55
16134.0,14.0,5.11,0.4,2.04
16184.0,14.0,5.1,0.6,3.06
16234.0,14.0,5.1,0.5,2.55
16284.0,14.0,5.1,0.3,1.53
16334.0,14.0,5.1,0.1,0.51
16384.0,14.0,5.1,0.3,1.53
16434.0,14.0,5.1,0.3,1.53
16484.0,14.0,5.1,0.3,1.53
16534.0,14.0,5.1,0.4,2.04
16584.0,14.0,5.1,0.3,1.53
16634.0,14.0,5.1,0.0,0.0
16684.0,14.0,5.1,0.2,1.02
16734.0,14.0,5.1,0.5,2.55
16784.0,14.0,5.1,0.2,1.02
16834.0,14.0,5.1,0.2,1.02
16884.0,14.0,5.1,0.5,2.55
16934.0,14.0,5.1,0.5,2.55
16984.0,14.0,5.11,0.5,2.55
17034.0,14.0,5.1,0.4,2.04
17084.0,14.0,5.1,0.0,0.0
17134.0,14.0,5.11,0.3,1.53
17184.0,14.0,5.1,0.5,2.55
17234.0,14.0,5.1,0.2,1.02
17284.0,14.0,5.11,0.3,1.53
17334.0,14.0,5.11,0.8,4.09
17384.0,14.0,5.1,0.5,2.55
17434.0,14.0,5.1,0.1,0.51
17484.0,14.0,5.1,0.5,2.55
17534.0,14.0,5.1,0.5,2.55
17584.0,14.0,5.1,0.3,1.53
17634.0,14.0,5.1,0.2,1.02
17684.0,14.0,5.1,0.6,3.06
17734.0,14.0,5.1,0.2,1.02
17784.0,14.0,5.1,0.1,0.51
17834.0,14.0,5.1,0.5,2.55
17884.0,14.0,5.1,0.3,1.53
17934.0,14.0,5.1,0.5,2.55
17984.0,14.0,5.1,0.5,2.55
18034.0,14.0,5.1,0.4,2.04
18084.0,14.0,5.1,0.2,1.02
18134.0,14.0,5.1,0.1,0.51
18184.0,14.0,5.1,0.5,2.55
18234.0,14.0,5.1,0.5,2.55
18284.0,14.0,5.1,0.4,2.04
18334.0,14.0,5.11,0.2,1.02
18384.0,14.0,5.1,0.4,2.04
18434.0,14.0,5.1,0.5,2.55
18484.0,14.0,5.1,0.2,1.02
18534.0,14.0,5.1,0.4,2.04
18584.0,14.0,5.1,0.3,1.53
18634.0,14.0,5.1,0.4,2.04
18684.0,14.0,5.1,0.2,1.02
18734.0,14.0,5.1,0.2,1.02
18784.0,14.0,5.1,0.6,3.06
18834.0,14.0,5.1,0.1,0.51
18884.0,14.0,5.1,0.5,2.55
18934.0,14.0,5.1,0.4,2.04
18984.0,14.0,5.1,0.3,1.53
19034.0,14.0,5.11,0.2,1.02
19084.0,14.0,5.1,0.5,2.55
19134.0,14.0,5.1,0.1,0.51
19184.0,14.0,5.1,0.3,1.53
19234.0,14.0,5.11,0.2,1.02
19284.0,14.0,5.1,0.5,2.55
19334.0,14.0,5.1,0.3,1.53
19384.0,14.0,5.1,0.5,2.55
19434.0,14.0,5.1,0.6,3.06
19484.0,14.0,5.1,0.2,1.02
19534.0,14.0,5.1,0.6,3.06
19584.0,14.0,5.1,0.4,2.04
19634.0,14.0,5.11,0.2,1.02
19684.0,14.0,5.1,0.4,2.04
19734.0,14.0,5.1,0.5,2.55
19784.0,14.0,5.11,0.3,1.53
19834.0,14.0,5.1,0.5,2.55
19884.0,14.0,5.11,0.7,3.58
19934.0,14.0,5.1,0.8,4.08
19984.0,14.0,5.1,0.4,2.04
20034.0,14.0,5.1,0.5,2.55
20084.0,14.0,5.1,0.3,1.53
20134.0,14.0,5.1,0.3,1.53
20184.0,14.0,5.1,0.5,2.55
20234.0,14.0,5.11,0.6,3.06
20284.0,14.0,5.1,0.7,3.57
20334.0,14.0,5.1,0.4,2.04
20384.0,14.0,5.1,0.3,1.53
20434.0,14.0,5.1,0.3,1.53
20484.0,14.0,5.1,0.4,2.04
20534.0,14.0,5.11,0.1,0.51
20584.0,14.0,5.1,0.3,1.53
20634.0,14.0,5.1,0.3,1.53
20684.0,14.0,5.1,0.4,2.04
20734.0,14.0,5.1,0.2,1.02
20784.0,14.0,5.1,0.4,2.04
20834.0,14.0,5.1,0.3,1.53
20884.0,14.0,5.1,0.3,1.53
20934.0,14.0,5.1,0.6,3.06
20984.0,14.0,5.1,0.4,2.04
21034.0,14.0,5.1,0.3,1.53
21084.0,14.0,5.1,0.6,3.06
21134.0,14.0,5.1,0.7,3.57
21184.0,14.0,5.1,0.2,1.02
21234.0,14.0,5.11,0.1,0.51
21284.0,14.0,5.1,0.6,3.06
21334.0,14.0,5.1,0.4,2.04
21384.0,14.0,5.1,0.0,0.0
21434.0,14.0,5.1,0.4,2.04
21484.0,14.0,5.1,0.7,3.57
21534.0,14.0,5.1,0.0,0.0
21584.0,14.0,5.1,0.7,3.57
21634.0,14.0,5.1,0.3,1.53
21684.0,14.0,5.1,0.1,0.51
21734.0,14.0,5.1,0.6,3.06
21784.0,14.0,5.1,0.3,1.53
21834.0,14.0,5.11,0.5,2.55
21884.0,14.0,5.1,0.3,1.53
21934.0,14.0,5.1,0.2,1.02
21984.0,14.0,5.1,0.2,1.02
22034.0,14.0,5.1,0.3,1.53
22084.0,14.0,5.1,0.4,2.04
22134.0,14.0,5.1,0.3,1.53
22184.0,14.0,5.1,0.5,2.55
22234.0,14.0,5.1,0.4,2.04
22284.0,14.0,5.1,0.3,1.53
22334.0,14.0,5.1,0.3,1.53
22384.0,14.0,5.1,0.6,3.06
22434.0,14.0,5.1,0.1,0.51
22484.0,14.0,5.1,0.5,2.55
22534.0,14.0,5.1,0.4,2.04
22584.0,14.0,5.1,0.1,0.51
22634.0,14.0,5.1,0.2,1.02
22684.0,14.0,5.1,0.5,2.55
22734.0,15.2,5.04,23.1,116.52
22784.0,18.1,5.05,43.1,217.74
22834.0,20.9,5.08,8.7,44.23
22884.0,24.2,5.1,0.4,2.04
22934.0,25.9,5.1,0.5,2.55
22984.0,25.9,5.1,0.6,3.06
23034.0,25.9,5.1,0.3,1.53
23084.0,25.9,5.1,0.6,3.06
23134.0,25.9,5.11,0.4,2.04
23184.0,25.9,5.1,0.7,3.57
23234.0,25.9,5.1,0.4,2.04
23284.0,25.9,5.1,0.2,1.02
23334.0,25.9,5.1,0.6,3.06
23384.0,25.9,5.1,0.2,1.02
23434.0,25.9,5.1,0.5,2.55
23484.0,25.9,5.1,0.6,3.06
23534.0,25.9,5.1,0.3,1.53
23584.0,25.9,5.11,0.5,2.55
23634.0,25.9,5.1,0.4,2.04
23684.0,25.9,5.1,0.5,2.55
23734.0,25.9,5.1,0.4,2.04
23784.0,25.9,5.11,0.8,4.09
23834.0,25.9,5.1,0.7,3.57
23884.0,25.9,5.1,0.2,1.02
23934.0,25.9,5.1,0.5,2.55
23984.0,25.9,5.11,0.5,2.55
24034.0,25.9,5.1,0.7,3.57
24084.0,25.9,5.1,0.3,1.53
24134.0,25.9,5.1,0.1,0.51
24184.0,25.9,5.1,0.3,1.53
24234.0,25.9,5.1,0.5,2.55
24284.0,25.9,5.1,0.3,1.53
24334.0,25.9,5.1,0.5,2.55
24384.0,25.9,5.11,0.3,1.53
24434.0,25.9,5.1,0.5,2.55
24484.0,25.9,5.1,0.4,2.04
24534.0,25.9,5.1,0.3,1.53
24584.0,25.9,5.1,0.3,1.53
24634.0,25.9,5.1,0.5,2.55
24684.0,25.9,5.1,0.4,2.04
24734.0,25.9,5.1,0.7,3.57
24784.0,25.9,5.1,0.5,2.55
24834.0,25.9,5.1,0.7,3.57
24884.0,25.9,5.1,0.5,2.55
24934.0,25.9,5.1,0.3,1.53
24984.0,25.9,5.1,0.2,1.02
25034.0,25.9,5.1,0.0,0.0
25084.0,25.9,5.1,0.4,2.04
25134.0,25.9,5.1,0.2,1.02
25184.0,25.9,5.1,0.5,2.55
25234.0,25.9,5.1,0.5,2.55
25284.0,25.9,5.1,0.6,3.06
25334.0,25.9,5.1,0.6,3.06
25384.0,25.9,5.1,0.4,2.04
25434.0,25.9,5.1,0.4,2.04
25484.0,25.9,5.1,0.5,2.55
25534.0,25.9,5.1,0.5,2.55
25584.0,25.9,5.1,0.1,0.51
25634.0,25.9,5.1,0.5,2.55
25684.0,25.9,5.1,0.3,1.53
25734.0,25.9,5.1,0.2,1.02
25784.0,25.9,5.11,0.7,3.58
25834.0,25.9,5.1,0.3,1.53
25884.0,25.9,5.1,0.3,1.53
25934.0,25.9,5.1,0.3,1.53
25984.0,25.9,5.1,0.6,3.06
26034.0,25.9,5.1,0.2,1.02
26084.0,25.9,5.1,0.5,2.55
26134.0,25.9,5.1,0.8,4.08
26184.0,25.9,5.1,0.2,1.02
26234.0,25.9,5.1,0.6,3.06
26284.0,25.9,5.1,0.0,0.0
26334.0,25.9,5.1,0.2,1.02
26384.0,25.9,5.1,0.4,2.04
26434.0,25.9,5.1,0.3,1.53
26484.0,25.9,5.11,0.2,1.02
26534.0,25.9,5.1,0.4,2.04
26584.0,25.9,5.1,0.5,2.55
26634.0,25.9,5.11,0.1,0.51
26684.0,25.9,5.1,0.6,3.06
26734.0,25.9,5.1,0.3,1.53
26784.0,25.9,5.1,0.5,2.55
26834.0,25.9,5.1,0.2,1.02
26884.0,25.9,5.1,0.3,1.53
26934.0,25.9,5.1,0.3,1.53
26984.0,25.9,5.1,0.3,1.53
27034.0,25.9,5.1,0.5,2.55
27084.0,25.9,5.1,0.3,1.53
27134.0,25.9,5.1,0.5,2.55
27184.0,25.9,5.1,0.1,0.51
27234.0,25.9,5.1,0.3,1.53
27284.0,25.9,5.1,0.5,2.55
27334.0,25.9,5.1,0.6,3.06
27384.0,25.9,5.1,0.4,2.04
27434.0,25.9,5.1,0.6,3.06
27484.0,25.9,5.1,0.2,1.02
27534.0,25.9,5.1,0.3,1.53
27584.0,25.9,5.1,0.5,2.55
27634.0,25.9,5.11,0.6,3.06
27684.0,25.9,5.1,0.4,2.04
27734.0,25.9,5.1,0.1,0.51
27784.0,25.9,5.1,0.3,1.53
27834.0,25.9,5.1,0.4,2.04
27884.0,25.9,5.1,0.7,3.57
27934.0,25.9,5.1,0.6,3.06
27984.0,25.9,5.1,0.4,2.04
28034.0,25.9,5.1,0.6,3.06
28084.0,25.9,5.1,0.3,1.53
28134.0,25.9,5.1,0.4,2.04
28184.0,25.9,5.1,0.3,1.53
