t_ms,angle_deg,v,I_mA,power_mW
9078.0,30.0,5.08,2.6,13.2
9128.0,30.0,5.08,2.9,14.72
9178.0,30.0,5.08,3.0,15.24
9228.0,30.0,5.08,2.8,14.21
9278.0,30.0,5.08,2.8,14.22
9328.0,30.0,5.08,2.8,14.22
9378.0,30.0,5.08,2.9,14.73
9428.0,30.0,5.08,2.9,14.73
9478.0,30.0,5.08,3.0,15.24
9528.0,30.0,5.08,3.1,15.75
9578.0,30.0,5.08,2.5,12.7
9628.0,30.0,5.08,2.7,13.71
9678.0,30.0,5.08,2.9,14.73
9728.0,30.0,5.08,3.1,15.75
9778.0,30.0,5.08,2.9,14.73
9828.0,30.0,5.08,3.2,16.26
9878.0,30.0,5.08,2.9,14.73
9928.0,30.0,5.08,2.9,14.73
9978.0,30.0,5.08,2.9,14.73
10028.0,30.0,5.08,3.1,15.75
10078.0,30.0,5.08,2.8,14.22
10128.0,30.0,5.08,3.0,15.23
10178.0,30.0,5.08,3.0,15.24
10228.0,30.0,5.08,3.3,16.76
10278.0,30.0,5.08,2.8,14.22
10328.0,30.0,5.08,3.1,15.75
10378.0,30.0,5.08,2.8,14.22
10428.0,30.0,5.08,3.0,15.23
10478.0,30.0,5.08,3.1,15.75
10528.0,30.0,5.08,3.2,16.26
10578.0,30.0,5.08,2.9,14.73
10628.0,30.0,5.08,2.9,14.73
10678.0,30.0,5.08,3.1,15.75
10728.0,30.0,5.08,2.9,14.73
10778.0,30.0,5.08,2.8,14.22
10828.0,30.0,5.08,3.1,15.75
10878.0,30.0,5.08,2.8,14.22
10928.0,30.0,5.08,2.8,14.22
10978.0,30.0,5.08,2.9,14.72
11028.0,30.0,5.08,3.0,15.24
11078.0,30.0,5.08,3.0,15.23
11128.0,30.0,5.08,2.8,14.21
11178.0,30.0,5.08,2.9,14.73
11228.0,30.0,5.08,2.9,14.73
11278.0,30.0,5.08,2.9,14.73
11328.0,30.0,5.08,2.9,14.72
11378.0,30.0,5.08,2.9,14.72
11428.0,30.0,5.08,2.9,14.73
11478.0,30.0,5.08,3.0,15.24
11528.0,30.0,5.08,3.0,15.23
11578.0,30.0,5.08,2.8,14.22
11628.0,30.0,5.08,2.9,14.73
11678.0,30.0,5.08,2.9,14.73
11728.0,30.0,5.08,3.0,15.24
11778.0,30.0,5.08,2.7,13.72
11828.0,30.0,5.08,2.9,14.73
11878.0,30.0,5.08,2.7,13.72
11928.0,30.0,5.08,3.0,15.24
11978.0,30.0,5.08,2.9,14.73
12028.0,30.0,5.08,2.7,13.72
12078.0,30.0,5.08,2.9,14.73
12128.0,30.0,5.08,2.9,14.73
12178.0,30.0,5.08,2.9,14.74
12228.0,30.0,5.08,2.9,14.73
12278.0,30.0,5.08,2.7,13.72
12328.0,30.0,5.08,3.1,15.75
12378.0,30.0,5.08,3.2,16.26
12428.0,30.0,5.08,3.0,15.23
12478.0,30.0,5.08,2.9,14.73
12528.0,30.0,5.08,3.0,15.24
12578.0,30.0,5.08,2.8,14.22
12628.0,30.0,5.08,3.0,15.23
12678.0,30.0,5.08,2.7,13.71
12728.0,30.0,5.08,3.2,16.26
12778.0,30.0,5.08,2.9,14.72
12828.0,30.0,5.08,3.0,15.24
12878.0,30.0,5.08,2.8,14.21
12928.0,30.0,5.08,3.0,15.24
12978.0,30.0,5.08,2.8,14.21
13028.0,30.0,5.08,3.2,16.26
13078.0,30.0,5.08,2.9,14.73
13128.0,30.0,5.08,3.1,15.75
13178.0,30.0,5.08,2.9,14.72
13228.0,30.0,5.08,3.0,15.23
13278.0,30.0,5.08,2.9,14.73
13328.0,30.0,5.08,3.0,15.24
13378.0,30.0,5.08,2.9,14.72
13428.0,30.0,5.08,2.8,14.21
13478.0,30.0,5.08,3.1,15.75
13528.0,30.0,5.08,2.9,14.73
13578.0,30.0,5.08,2.6,13.21
13628.0,30.0,5.08,2.9,14.73
13678.0,30.0,5.08,2.9,14.73
13728.0,30.0,5.08,3.0,15.24
13778.0,30.0,5.08,3.0,15.23
13828.0,30.0,5.08,2.9,14.73
13878.0,30.0,5.08,3.0,15.24
13928.0,30.0,5.08,2.9,14.73
13978.0,30.0,5.08,2.9,14.72
14028.0,30.0,5.08,2.8,14.21
14078.0,30.0,5.08,2.9,14.73
14128.0,30.0,5.08,2.9,14.73
14178.0,30.0,5.08,3.0,15.23
14228.0,30.0,5.08,2.9,14.73
14278.0,30.0,5.08,2.8,14.22
14328.0,30.0,5.08,3.3,16.76
14378.0,30.0,5.08,2.8,14.22
14428.0,30.0,5.08,2.9,14.73
14478.0,30.0,5.08,2.9,14.73
14528.0,30.0,5.08,2.9,14.73
14578.0,30.0,5.08,2.9,14.73
14628.0,30.0,5.08,3.1,15.75
14678.0,30.0,5.08,2.9,14.72
14728.0,30.0,5.08,2.8,14.22
14778.0,30.0,5.08,2.9,14.72
14828.0,30.0,5.08,2.8,14.22
14878.0,30.0,5.08,2.9,14.72
14928.0,30.0,5.08,2.9,14.73
14978.0,30.0,5.08,2.8,14.21
15028.0,30.0,5.08,2.9,14.73
15078.0,30.0,5.08,3.0,15.24
15128.0,30.0,5.08,2.9,14.73
15178.0,30.0,5.08,2.9,14.73
15228.0,30.0,5.08,3.0,15.23
15278.0,30.0,5.08,2.9,14.73
15328.0,30.0,5.08,2.9,14.73
15378.0,30.0,5.08,3.0,15.23
15428.0,30.0,5.08,2.7,13.72
15478.0,30.0,5.08,3.1,15.75
15528.0,30.0,5.08,3.1,15.75
15578.0,30.0,5.08,2.8,14.22
15628.0,30.0,5.08,2.8,14.21
15678.0,30.0,5.08,2.8,14.21
15728.0,30.0,5.08,3.0,15.24
15778.0,30.0,5.08,2.9,14.73
15828.0,30.0,5.08,2.8,14.21
15878.0,30.0,5.08,2.8,14.22
15928.0,30.0,5.08,3.1,15.74
15978.0,30.0,5.08,2.8,14.22
16028.0,30.0,5.08,2.8,14.21
16078.0,30.0,5.08,2.9,14.73
16128.0,30.0,5.08,2.7,13.72
16178.0,30.0,5.08,2.9,14.72
16228.0,30.0,5.08,2.9,14.73
16278.0,30.0,5.08,2.8,14.21
16328.0,30.0,5.08,2.9,14.73
16378.0,30.0,5.08,2.8,14.22
16428.0,30.0,5.08,2.9,14.73
16478.0,30.0,5.08,3.1,15.75
16528.0,30.0,5.08,2.9,14.73
16578.0,30.0,5.08,2.9,14.72
16628.0,30.0,5.08,2.7,13.72
16678.0,30.0,5.08,2.8,14.22
16728.0,30.0,5.08,2.9,14.73
16778.0,30.0,5.08,2.9,14.73
16828.0,30.0,5.08,3.0,15.24
16878.0,30.0,5.08,2.9,14.72
16928.0,30.0,5.08,3.0,15.24
16978.0,30.0,5.08,2.9,14.73
17028.0,30.0,5.08,3.0,15.24
17078.0,30.0,5.08,2.9,14.72
17128.0,30.0,5.08,2.8,14.22
17178.0,30.0,5.08,2.7,13.72
17228.0,30.0,5.08,2.8,14.22
17278.0,30.0,5.08,3.0,15.24
17328.0,30.0,5.08,2.9,14.72
17378.0,30.0,5.08,2.9,14.73
17428.0,30.0,5.08,2.9,14.73
17478.0,30.0,5.08,2.8,14.22
17528.0,30.0,5.08,3.0,15.24
17578.0,30.0,5.08,2.8,14.22
17628.0,30.0,5.08,3.0,15.24
17678.0,30.0,5.08,2.8,14.22
17728.0,30.0,5.08,2.9,14.73
17778.0,30.0,5.08,2.7,13.72
17828.0,30.0,5.08,3.0,15.24
17878.0,30.0,5.08,2.9,14.73
17928.0,30.0,5.08,2.8,14.22
17978.0,30.0,5.08,3.1,15.75
18028.0,30.0,5.08,2.7,13.72
18078.0,30.0,5.08,2.9,14.73
18128.0,30.0,5.08,2.8,14.21
18178.0,30.0,5.08,2.8,14.21
18228.0,30.0,5.08,2.8,14.21
18278.0,30.0,5.08,3.0,15.24
18328.0,30.0,5.08,2.9,14.73
18378.0,30.0,5.08,2.7,13.71
18428.0,30.0,5.08,3.0,15.24
18478.0,30.0,5.08,2.7,13.71
18528.0,30.0,5.08,3.1,15.74
18578.0,30.0,5.08,3.1,15.75
18628.0,30.0,5.08,3.0,15.24
18678.0,30.0,5.08,3.2,16.26
18728.0,30.0,5.08,3.0,15.24
18778.0,30.0,5.08,3.1,15.75
18828.0,30.0,5.08,3.1,15.75
18878.0,30.0,5.08,2.9,14.73
18928.0,30.0,5.08,3.0,15.24
18978.0,30.0,5.08,2.9,14.73
19028.0,30.0,5.08,3.0,15.23
19078.0,30.0,5.08,2.8,14.21
19128.0,30.0,5.08,2.9,14.73
19178.0,30.0,5.08,3.0,15.24
19228.0,30.0,5.08,2.9,14.73
19278.0,30.0,5.08,3.0,15.24
19328.0,30.0,5.08,2.7,13.71
19378.0,30.0,5.08,3.0,15.24
19428.0,30.0,5.08,3.0,15.23
19478.0,30.0,5.08,2.8,14.22
19528.0,30.0,5.08,2.7,13.71
19578.0,30.0,5.08,2.9,14.73
19628.0,30.0,5.08,2.9,14.73
19678.0,30.0,5.08,2.7,13.71
19728.0,30.0,5.08,3.0,15.24
19778.0,30.0,5.08,2.9,14.72
19828.0,30.0,5.08,3.0,15.24
19878.0,30.0,5.08,2.8,14.22
19928.0,30.0,5.08,2.9,14.73
