t_ms,angle_deg,v,I_mA,power_mW
14144.0,0.0,5.11,0.3,1.53
14194.0,0.0,5.11,0.3,1.53
14244.0,0.0,5.11,0.4,2.04
14294.0,0.0,5.11,0.5,2.55
14344.0,0.0,5.11,0.2,1.02
14394.0,0.0,5.11,0.2,1.02
14444.0,0.0,5.11,0.3,1.53
14494.0,0.0,5.11,0.0,0.0
14544.0,0.0,5.11,0.3,1.53
14594.0,0.0,5.11,0.6,3.06
14644.0,0.0,5.11,0.7,3.58
14694.0,0.0,5.11,0.7,3.58
14744.0,0.0,5.11,0.2,1.02
14794.0,0.0,5.11,0.0,0.0
14844.0,0.0,5.11,0.3,1.53
14894.0,0.0,5.11,0.2,1.02
14944.0,0.0,5.11,0.5,2.56
14994.0,0.0,5.11,0.2,1.02
15044.0,0.0,5.11,0.7,3.58
15094.0,0.0,5.11,0.2,1.02
15144.0,0.0,5.11,0.7,3.58
15194.0,0.0,5.11,0.3,1.53
15244.0,0.0,5.11,0.5,2.55
15294.0,0.0,5.11,0.6,3.07
15344.0,0.0,5.11,0.5,2.55
15394.0,0.0,5.11,0.6,3.06
15444.0,0.0,5.11,0.1,0.51
15494.0,0.0,5.11,0.4,2.04
15544.0,0.0,5.11,0.2,1.02
15594.0,0.0,5.11,0.3,1.53
15644.0,0.0,5.11,0.3,1.53
15694.0,0.0,5.11,0.3,1.53
15744.0,0.0,5.11,0.2,1.02
15794.0,0.0,5.11,0.2,1.02
15844.0,0.0,5.11,0.3,1.53
15894.0,0.0,5.11,0.3,1.53
15944.0,0.0,5.11,0.4,2.04
15994.0,0.0,5.11,0.3,1.53
16044.0,0.0,5.11,0.5,2.55
16094.0,0.0,5.11,0.4,2.04
16144.0,0.0,5.11,0.2,1.02
16194.0,0.0,5.11,0.2,1.02
16244.0,0.0,5.11,0.4,2.04
16294.0,0.0,5.11,0.6,3.06
16344.0,0.0,5.11,0.3,1.53
16394.0,0.0,5.11,0.3,1.53
16444.0,0.0,5.1,0.4,2.04
16494.0,0.0,5.11,0.4,2.04
16544.0,0.0,5.11,0.5,2.55
16594.0,0.0,5.11,0.5,2.55
16644.0,0.0,5.11,0.6,3.06
16694.0,0.0,5.11,0.2,1.02
16744.0,0.0,5.11,0.6,3.06
16794.0,0.0,5.11,0.5,2.55
16844.0,0.0,5.11,0.5,2.55
16894.0,0.0,5.11,0.3,1.53
16944.0,0.0,5.11,0.4,2.04
16994.0,0.0,5.11,0.1,0.51
17044.0,0.0,5.11,0.2,1.02
17094.0,0.0,5.1,0.5,2.55
17144.0,0.0,5.11,0.3,1.53
17194.0,0.0,5.11,0.4,2.04
17244.0,0.0,5.11,0.4,2.04
17294.0,0.0,5.11,0.5,2.55
17344.0,0.0,5.11,0.2,1.02
17394.0,0.0,5.1,0.6,3.06
17444.0,0.0,5.11,0.6,3.06
17494.0,0.0,5.11,0.3,1.53
17544.0,0.0,5.11,0.4,2.04
17594.0,0.0,5.1,0.5,2.55
17644.0,0.0,5.11,0.5,2.55
17694.0,0.0,5.11,0.5,2.55
17744.0,0.0,5.11,0.5,2.55
17794.0,0.0,5.1,0.4,2.04
17844.0,0.0,5.11,0.5,2.55
17894.0,0.0,5.11,0.6,3.07
17944.0,0.0,5.11,0.3,1.53
17994.0,0.0,5.11,0.2,1.02
18044.0,0.0,5.11,0.5,2.55
18094.0,0.0,5.11,0.5,2.55
18144.0,0.0,5.11,0.2,1.02
18194.0,0.0,5.11,0.3,1.53
18244.0,0.0,5.1,0.5,2.55
18294.0,0.0,5.11,0.4,2.04
18344.0,0.0,5.11,0.5,2.55
18394.0,0.0,5.11,0.5,2.56
18444.0,0.0,5.11,0.4,2.04
18494.0,0.0,5.11,0.5,2.55
18544.0,0.0,5.11,0.0,0.0
18594.0,0.0,5.11,0.2,1.02
18644.0,0.0,5.11,0.3,1.53
18694.0,0.0,5.11,0.4,2.04
18744.0,0.0,5.11,0.1,0.51
18794.0,0.0,5.11,0.2,1.02
18844.0,0.0,5.11,0.3,1.53
18894.0,0.0,5.11,0.8,4.09
18944.0,0.0,5.11,0.2,1.02
18994.0,0.0,5.11,0.2,1.02
19044.0,0.0,5.11,0.5,2.55
19094.0,0.0,5.1,0.2,1.02
19144.0,0.0,5.11,0.5,2.55
19194.0,0.0,5.11,0.3,1.53
19244.0,0.0,5.11,0.3,1.53
19294.0,0.0,5.11,0.5,2.55
19344.0,0.0,5.11,0.1,0.51
19394.0,0.0,5.11,0.5,2.56
19444.0,0.0,5.11,0.4,2.04
19494.0,0.0,5.11,0.2,1.02
19544.0,0.0,5.11,0.3,1.53
19594.0,0.0,5.11,0.4,2.04
19644.0,0.0,5.11,0.2,1.02
19694.0,0.0,5.11,0.2,1.02
19744.0,0.0,5.11,0.7,3.58
19794.0,0.0,5.11,0.4,2.04
19844.0,0.0,5.11,0.5,2.55
19894.0,0.0,5.11,0.5,2.55
19944.0,0.0,5.11,0.5,2.55
19994.0,0.0,5.11,0.1,0.51
20044.0,0.0,5.11,0.5,2.55
20094.0,0.0,5.11,0.3,1.53
20144.0,0.0,5.11,0.3,1.53
20194.0,0.0,5.11,0.2,1.02
20244.0,0.0,5.11,0.1,0.51
20294.0,0.0,5.11,0.6,3.06
20344.0,0.0,5.11,0.6,3.06
20394.0,0.0,5.11,0.4,2.04
20444.0,0.0,5.11,0.6,3.06
20494.0,0.0,5.11,0.2,1.02
20544.0,0.0,5.11,0.4,2.04
20594.0,0.0,5.11,0.5,2.55
20644.0,0.0,5.11,0.2,1.02
20694.0,0.0,5.11,0.3,1.53
20744.0,0.0,5.11,0.3,1.53
20794.0,0.0,5.11,0.3,1.53
20844.0,0.0,5.11,0.7,3.58
20894.0,0.0,5.11,0.3,1.53
20944.0,0.0,5.11,0.2,1.02
20994.0,0.0,5.11,0.4,2.04
21044.0,0.0,5.11,0.3,1.53
21094.0,0.0,5.11,0.6,3.06
21144.0,0.0,5.1,0.6,3.06
21194.0,0.0,5.11,0.2,1.02
21244.0,0.0,5.11,0.5,2.55
21294.0,0.0,5.11,0.5,2.55
21344.0,0.0,5.1,0.3,1.53
21394.0,0.0,5.11,0.4,2.04
21444.0,0.0,5.11,0.7,3.58
21494.0,0.0,5.11,0.4,2.04
21544.0,0.0,5.11,0.4,2.04
21594.0,0.0,5.11,0.3,1.53
21644.0,0.0,5.11,0.7,3.58
21694.0,0.0,5.11,0.0,0.0
21744.0,0.0,5.1,0.6,3.06
21794.0,0.0,5.11,0.6,3.06
21844.0,0.0,5.11,0.5,2.55
21894.0,0.0,5.11,0.8,4.09
21944.0,0.0,5.11,0.5,2.55
21994.0,0.0,5.11,0.4,2.04
22044.0,0.0,5.1,0.2,1.02
22094.0,0.0,5.11,0.4,2.04
22144.0,0.0,5.11,0.5,2.55
22194.0,0.0,5.11,0.6,3.06
22244.0,0.0,5.11,0.4,2.04
22294.0,0.0,5.11,0.6,3.06
22344.0,0.0,5.11,0.3,1.53
22394.0,0.0,5.11,0.3,1.53
22444.0,0.0,5.11,0.5,2.55
22494.0,0.0,5.11,0.4,2.04
22544.0,0.0,5.11,0.6,3.07
22594.0,0.0,5.11,0.4,2.04
22644.0,0.0,5.11,0.3,1.53
22694.0,0.0,5.11,0.4,2.04
22744.0,0.0,5.11,0.7,3.58
22794.0,0.0,5.11,0.5,2.55
22844.0,0.0,5.11,0.5,2.55
22894.0,0.0,5.11,0.3,1.53
22944.0,0.0,5.11,0.4,2.04
22994.0,0.0,5.11,0.5,2.55
23044.0,0.0,5.11,0.5,2.56
23094.0,0.0,5.11,0.4,2.04
23144.0,0.0,5.11,0.6,3.06
23194.0,0.0,5.11,0.4,2.04
23244.0,0.0,5.11,0.1,0.51
23294.0,0.0,5.11,0.1,0.51
23344.0,0.0,5.11,0.4,2.04
23394.0,0.0,5.11,0.2,1.02
23444.0,0.0,5.1,0.5,2.55
23494.0,0.0,5.11,0.9,4.6
23544.0,0.0,5.11,0.2,1.02
23594.0,0.0,5.11,0.4,2.04
23644.0,0.0,5.1,0.1,0.51
23694.0,0.0,5.11,0.3,1.53
23744.0,0.0,5.11,0.6,3.06
23794.0,0.0,5.11,0.3,1.53
